orderid,orderdate,customer,product,units,billingaddress,remarks
1853,10/21/2018,143,719,71,Kolkata,Dont ever dream of buying this item
1854,8/24/2019,487,553,57,Chennai,Appreciated
1855,12/5/2018,338,576,38,Mumbai,Dont ever dream of buying this item
1856,7/30/2019,673,964,18,Mysore,Appreciated
1857,1/18/2019,740,940,84,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1858,2/4/2019,105,506,94,Bangalore,Dont ever dream of buying this item
1859,1/5/2019,675,54,60,Bangalore,Strongly Recommend to Everyone to Buy this Product
1860,8/31/2019,705,621,23,Bangalore,Awful Items
1861,6/20/2019,592,979,14,Hyderabad,Awful Items
1862,7/10/2019,140,565,48,Hyderabad,Awful Items
1863,12/22/2018,997,767,80,Chennai,Awful Items
1864,12/25/2018,460,700,76,New Delhi,Dont ever dream of buying this item
1865,8/20/2019,728,563,82,Hyderabad,Appreciated
1866,2/11/2019,723,558,87,Chennai,Strongly Recommend to Everyone to Buy this Product
1867,2/24/2019,103,153,13,Mumbai,Dont ever dream of buying this item
1868,6/1/2019,193,445,24,Trivandrum,Pathetic Items Received
1869,10/18/2018,486,348,38,Mumbai,Awful Items
1870,10/28/2018,533,607,93,Chennai,Dont ever dream of buying this item
1871,2/21/2019,504,879,41,Mumbai,Awful Items
1872,12/19/2018,368,425,59,Kolkata,Strongly Recommend to Everyone to Buy this Product
1873,6/28/2019,227,109,81,New Delhi,Pathetic Items Received
1874,6/3/2019,41,560,82,Kolkata,Awful Items
1875,12/25/2018,40,280,60,Kolkata,Strongly Recommend to Everyone to Buy this Product
1876,12/9/2018,247,358,29,Trivandrum,Appreciated
1877,9/22/2018,706,948,43,Kolkata,Awful Items
1878,2/15/2019,447,511,61,New Delhi,Appreciated
1879,8/7/2019,694,855,42,Mysore,Awful Items
1880,8/12/2019,660,320,54,Bangalore,Awful Items
1881,7/10/2019,496,122,62,Mumbai,Dont ever dream of buying this item
1882,8/26/2019,181,214,29,Mumbai,Dont ever dream of buying this item
1883,9/19/2018,585,13,97,Bangalore,Wonderful Product
1884,5/31/2019,940,967,22,Chennai,Wonderful Product
1885,6/23/2019,473,357,25,Hyderabad,Dont ever dream of buying this item
1886,5/3/2019,284,185,70,Hyderabad,Pathetic Items Received
1887,6/18/2019,144,233,98,Mysore,Appreciated
1888,5/5/2019,604,736,11,Mysore,Appreciated
1889,9/14/2018,999,34,56,Mumbai,Pathetic Items Received
1890,10/4/2018,172,651,70,Kolkata,Appreciated
1891,8/23/2019,127,391,19,Mumbai,Appreciated
1892,11/25/2018,696,395,55,New Delhi,Awful Items
1893,12/16/2018,247,971,27,Mumbai,Wonderful Product
1894,12/14/2018,108,585,29,Mumbai,Dont ever dream of buying this item
1895,3/18/2019,811,625,86,Kolkata,Awful Items
1896,10/26/2018,59,315,87,Chennai,Awful Items
1897,10/26/2018,123,858,47,Trivandrum,Dont ever dream of buying this item
1898,1/27/2019,696,953,21,Mumbai,Pathetic Items Received
1899,12/23/2018,360,530,95,Trivandrum,Dont ever dream of buying this item
1900,10/16/2018,445,985,23,Hyderabad,Pathetic Items Received
1901,9/27/2018,23,750,30,Chennai,Strongly Recommend to Everyone to Buy this Product
1902,6/19/2019,799,496,35,New Delhi,Awful Items
1903,7/2/2019,225,18,85,Chennai,Wonderful Product
1904,10/29/2018,262,724,10,Kolkata,Dont ever dream of buying this item
1905,1/31/2019,603,341,51,Mumbai,Awful Items
1906,3/4/2019,95,273,25,Kolkata,Dont ever dream of buying this item
1907,9/23/2018,481,638,21,Chennai,Awful Items
1908,7/15/2019,36,792,21,Mumbai,Strongly Recommend to Everyone to Buy this Product
1909,4/28/2019,717,988,71,Mysore,Appreciated
1910,8/29/2019,22,792,99,Bangalore,Strongly Recommend to Everyone to Buy this Product
1911,8/17/2019,161,553,80,Hyderabad,Dont ever dream of buying this item
1912,9/9/2018,847,164,90,Mysore,Dont ever dream of buying this item
1913,2/10/2019,75,407,47,Hyderabad,Appreciated
1914,8/30/2019,333,41,90,Chennai,Awful Items
1915,7/29/2019,867,3,77,Chennai,Appreciated
1916,12/1/2018,707,260,76,Hyderabad,Wonderful Product
1917,12/21/2018,768,18,26,Hyderabad,Wonderful Product
1918,3/1/2019,683,123,78,Chennai,Strongly Recommend to Everyone to Buy this Product
1919,5/6/2019,960,377,15,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1920,7/19/2019,369,276,99,Hyderabad,Appreciated
1921,5/19/2019,804,190,16,Trivandrum,Awful Items
1922,8/5/2019,629,581,83,New Delhi,Awful Items
1923,3/2/2019,756,651,73,Bangalore,Pathetic Items Received
1924,5/9/2019,899,171,20,Kolkata,Strongly Recommend to Everyone to Buy this Product
1925,3/12/2019,854,268,10,Hyderabad,Dont ever dream of buying this item
1926,5/11/2019,655,463,22,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1927,9/11/2018,944,149,75,Chennai,Strongly Recommend to Everyone to Buy this Product
1928,3/21/2019,305,534,18,New Delhi,Dont ever dream of buying this item
1929,7/23/2019,601,738,51,Bangalore,Strongly Recommend to Everyone to Buy this Product
1930,7/13/2019,157,736,94,Hyderabad,Pathetic Items Received
1931,12/16/2018,747,505,70,Hyderabad,Dont ever dream of buying this item
1932,3/10/2019,507,276,86,Bangalore,Awful Items
1933,8/20/2019,556,401,56,Mysore,Dont ever dream of buying this item
1934,2/23/2019,844,819,15,Hyderabad,Dont ever dream of buying this item
1935,10/25/2018,314,184,64,Trivandrum,Dont ever dream of buying this item
1936,3/23/2019,29,665,38,Mysore,Strongly Recommend to Everyone to Buy this Product
1937,9/4/2019,461,552,58,Bangalore,Dont ever dream of buying this item
1938,11/11/2018,800,548,10,Trivandrum,Pathetic Items Received
1939,12/17/2018,898,669,96,Kolkata,Appreciated
1940,7/7/2019,725,238,46,Mysore,Pathetic Items Received
1941,2/10/2019,465,641,99,Hyderabad,Wonderful Product
1942,2/12/2019,845,848,50,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1943,1/21/2019,580,598,17,Chennai,Strongly Recommend to Everyone to Buy this Product
1944,7/6/2019,221,65,69,Trivandrum,Appreciated
1945,6/3/2019,976,528,91,Trivandrum,Awful Items
1946,11/21/2018,159,504,47,Kolkata,Strongly Recommend to Everyone to Buy this Product
1947,2/7/2019,451,709,33,Mysore,Dont ever dream of buying this item
1948,10/30/2018,665,639,56,Mumbai,Strongly Recommend to Everyone to Buy this Product
1949,9/17/2018,222,111,53,New Delhi,Awful Items
1950,12/16/2018,571,312,54,Chennai,Strongly Recommend to Everyone to Buy this Product
1951,1/1/2019,20,141,61,Trivandrum,Wonderful Product
1952,5/21/2019,235,667,17,New Delhi,Dont ever dream of buying this item
1953,5/26/2019,334,126,26,Kolkata,Pathetic Items Received
1954,8/15/2019,886,760,93,Hyderabad,Wonderful Product
1955,5/25/2019,783,305,37,Bangalore,Dont ever dream of buying this item
1956,1/31/2019,246,541,14,Chennai,Appreciated
1957,7/11/2019,28,385,49,Chennai,Appreciated
1958,4/29/2019,842,763,75,Kolkata,Strongly Recommend to Everyone to Buy this Product
1959,7/28/2019,851,263,69,Chennai,Strongly Recommend to Everyone to Buy this Product
1960,3/30/2019,518,644,58,Bangalore,Dont ever dream of buying this item
1961,5/12/2019,76,941,21,Kolkata,Strongly Recommend to Everyone to Buy this Product
1962,5/24/2019,650,216,98,Chennai,Wonderful Product
1963,6/8/2019,741,936,12,New Delhi,Wonderful Product
1964,11/28/2018,195,155,93,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1965,10/11/2018,300,54,92,Bangalore,Strongly Recommend to Everyone to Buy this Product
1966,8/11/2019,478,673,42,Hyderabad,Awful Items
1967,8/24/2019,526,686,44,Hyderabad,Awful Items
1968,1/22/2019,430,983,15,Mumbai,Awful Items
1969,12/31/2018,340,244,72,Mysore,Appreciated
1970,4/9/2019,581,729,38,Trivandrum,Awful Items
1971,1/20/2019,255,994,51,Bangalore,Wonderful Product
1972,5/14/2019,555,940,54,Mumbai,Pathetic Items Received
1973,5/23/2019,683,981,53,New Delhi,Dont ever dream of buying this item
1974,4/18/2019,811,7,36,Bangalore,Pathetic Items Received
1975,5/9/2019,125,842,89,Mumbai,Pathetic Items Received
1976,8/10/2019,946,168,83,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1977,6/6/2019,928,529,51,Bangalore,Awful Items
1978,1/19/2019,653,122,65,Kolkata,Wonderful Product
1979,5/6/2019,630,847,22,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1980,6/29/2019,976,422,27,Mumbai,Awful Items
1981,8/14/2019,840,675,84,Chennai,Wonderful Product
1982,2/13/2019,294,91,83,Mysore,Awful Items
1983,5/14/2019,560,203,33,Mumbai,Awful Items
1984,1/6/2019,169,908,98,Kolkata,Pathetic Items Received
1985,11/1/2018,177,884,45,Mumbai,Dont ever dream of buying this item
1986,2/6/2019,207,983,33,Bangalore,Pathetic Items Received
1987,3/3/2019,401,290,36,Mysore,Strongly Recommend to Everyone to Buy this Product
1988,11/21/2018,460,726,63,Chennai,Strongly Recommend to Everyone to Buy this Product
1989,11/12/2018,968,53,61,Bangalore,Pathetic Items Received
1990,4/8/2019,532,468,100,Kolkata,Awful Items
1991,11/17/2018,111,586,18,Hyderabad,Dont ever dream of buying this item
1992,1/31/2019,797,898,88,Trivandrum,Dont ever dream of buying this item
1993,11/13/2018,709,74,46,New Delhi,Wonderful Product
1994,3/6/2019,543,200,56,Hyderabad,Dont ever dream of buying this item
1995,7/26/2019,596,613,46,New Delhi,Dont ever dream of buying this item
1996,4/13/2019,638,546,54,Mumbai,Appreciated
1997,11/27/2018,986,907,85,Bangalore,Dont ever dream of buying this item
1998,12/17/2018,60,737,51,Chennai,Awful Items
1999,11/17/2018,533,559,79,Chennai,Strongly Recommend to Everyone to Buy this Product
2000,4/19/2019,867,358,100,New Delhi,Strongly Recommend to Everyone to Buy this Product
